"","Ticker","Owner","Relationship","Date","Transaction","Cost","NumShares","ValueDollar","NumSharesTotal","SECForm4"
"10125","CSX","Hilal Paul C","Director",18747,"Sale",100.4,5e+05,50200000,597631,NA
"10126","MKL","MARKEL STEVEN A","Director",18746,"Sale",1197.29,437,523217,84508,NA
"10127","APLE","GATHRIGHT KRISTIAN M","Director",18745,"Sale",15.75,100,1575,1052306,NA
"10128","APLE","GATHRIGHT KRISTIAN M","Director",18746,"Sale",15.79,15193,239843,1037113,NA
"10129","CMG","Brandt Christopher W","Chief Marketing Officer",18745,"Option Exercise",355.42,3686,1310078,14438,NA
"10130","CMG","Brandt Christopher W","Chief Marketing Officer",18745,"Sale",1471,2795,4111445,10752,NA
"10131","TRST","CURLEY KEVIN M","EXECUTIVE VICE PRESIDENT & COO",18746,"Buy",7.43,1325,9851,115352,NA
"10132","TEN","ICAHN CARL C","10% Owner",18745,"Sale",10.75,18813,202240,10359843,NA
"10133","TEN","ICAHN CARL C","10% Owner",18746,"Sale",10.75,200,2150,10359643,NA
"10134","CRCT","Olsen Donald B.","EVP, General Counsel & Sec.",18745,"Sale",20,2284,45680,0,NA
"10135","RPM","SULLIVAN FRANK C","Chairman and CEO",18745,"Option Exercise",44.6,2e+05,8920000,1161892,NA
"10136","LII","Sessa Daniel M","EVP, Chief HR Officer",18746,"Option Exercise",0,7131,0,51702,NA
"10137","LII","Sessa Daniel M","EVP, Chief HR Officer",18746,"Sale",341.38,4325,1476465,44571,NA
"10138","LEU","PONEMAN DANIEL B","President and CEO",18745,"Option Exercise",4.37,12000,52440,75434,NA
"10139","LEU","PONEMAN DANIEL B","President and CEO",18745,"Sale",22.47,12000,269597,63434,NA
"10140","NOW","Chamberlain Paul Edward","Director",18746,"Sale",521,75,39075,9424,NA
"10141","CRCT","Ashish Arora","Chief Executive Officer",18745,"Sale",20,95373,1907460,0,NA
"10142","MRNA","Bancel Stephane","Chief Executive Officer",18745,"Sale",182.32,9000,1640880,6336868,NA
"10143","MRNA","Bancel Stephane","Chief Executive Officer",18746,"Sale",182.49,10000,1824900,7434880,NA
"10144","EAT","Roberts Wyman","President, CEO, Pres. Chili's",18746,"Option Exercise",54.15,104736,5671454,338668,NA
"10145","EAT","Roberts Wyman","President, CEO, Pres. Chili's",18746,"Sale",70.63,102882,7266556,235786,NA
"10146","ZS","Sinha Amit","President of R&D and CTO",18746,"Option Exercise",5.92,7000,41475,276192,NA
"10147","ZS","Sinha Amit","President of R&D and CTO",18746,"Sale",188.44,7000,1319101,269192,NA
"10148","LII","Young Douglas L","EVP, President & COO RHC",18746,"Option Exercise",0,5863,0,70915,NA
"10149","LII","Young Douglas L","EVP, President & COO RHC",18746,"Sale",341.77,3556,1215323,67359,NA
"10150","MRNA","HENDERSON LORI M.","General Counsel and Secretary",18746,"Option Exercise",20.93,6600,138138,7501,NA
"10151","MRNA","HENDERSON LORI M.","General Counsel and Secretary",18746,"Sale",182.49,6600,1204434,901,NA
"10152","PCH","CREMERS ERIC J","President and CEO",18746,"Sale",60.72,20000,1214408,144934,NA
"10153","LADR","Harris Brian","Chief Executive Officer",18746,"Sale",11.97,12546,150202,613529,NA
"10154","EAT","EDELMAN HARRIET","Director",18746,"Sale",70.3,4500,316350,26231,NA
"10155","HXL","Merlot Thierry","See Remarks",18746,"Sale",56.26,1580,88891,34025,NA
"10156","PRMW","Wells Jay","CFO",18745,"Option Exercise",9.29,300,2787,214551,NA
"10157","PRMW","Wells Jay","CFO",18745,"Sale",17,500,8502,214051,NA
"10158","PCH","Richards Jerald W","VP, Chief Financial Officer",18746,"Sale",60.71,20000,1214264,38903,NA
"10159","GLW","Morse David L","Exec. VP & Chief Tech. Officer",18746,"Option Exercise",27,35004,945108,100860,NA
"10160","GLW","Morse David L","Exec. VP & Chief Tech. Officer",18746,"Sale",45,35004,1575180,65856,NA
"10161","GLW","Becker Stefan","SVP & Operations Controller",18746,"Option Exercise",24.63,12966,319290,16172,NA
"10162","GLW","Becker Stefan","SVP & Operations Controller",18746,"Sale",44.98,12966,583226,3206,NA
"10163","PRMW","FOWDEN JEREMY S G","Director",18745,"Option Exercise",8,300,2400,1352498,NA
"10164","PRMW","FOWDEN JEREMY S G","Director",18745,"Sale",17,300,5100,1352198,NA
"10165","AXGN","DeVinney Erick Wayne","VP of Clin. & Trans. Sciences",18745,"Option Exercise",2.86,10000,28600,78082,NA
"10166","AKAM","Blumofe Robert","Chief Technology Officer",18747,"Sale",108.72,9000,978480,22786,NA
"10167","AGNC","Davis Morris A.","Director",18746,"Sale",17.9,7475,133802,33850,NA
"10168","HBAN","Syal Rajeev","SEVP",18746,"Sale",15.5,1505,23328,280059,NA
"10169","CDAK","MELAS KYRIAZI THEO","Director",18913,"Buy",15,6600,99000,6600,NA
"10170","GDRX","Voermann Karsten","Chief Financial Officer",18745,"Option Exercise",6.84,12500,85500,12500,NA
"10171","GDRX","Voermann Karsten","Chief Financial Officer",18745,"Sale",40.25,12500,503152,0,NA
"10172","CLI","KATZ A. AKIVA","Director",18745,"Buy",16.46,2e+05,3291800,3755436,NA
"10173","NRC","Amandla MK Trust","10% Owner",18745,"Sale",49.36,50000,2468130,6313278,NA
"10174","NRC","Amandla MK Trust","10% Owner",18746,"Sale",50.38,30700,1546666,6282578,NA
"10175","HBAN","STEINOUR STEPHEN D","President, CEO & Chairman",18746,"Option Exercise",9.08,25000,227000,5635428,NA
"10176","STPK","ROGERS DESIREE G","Director",18745,"Option Exercise",0,40000,0,40000,NA
"10177","STPK","Scheyer Eric J","10% Owner",18745,"Option Exercise",0,9509626,0,9509626,NA
"10178","STPK","SHAPER C PARK","Director",18745,"Option Exercise",0,40000,0,40000,NA
"10179","AROW","DeMarco David S.","SVP",18746,"Option Exercise",22.3,5797,129273,35667,NA
"10180","AROW","DeMarco David S.","SVP",18747,"Sale",35.31,5797,204692,29870,NA
"10181","STPK","MORGAN MICHAEL C","Director",18745,"Option Exercise",0,9509626,0,9509626,NA
"10182","STPK","MORGAN MICHAEL C","Director",18745,"Buy",10,50000,5e+05,9559626,NA
"10183","STPK","Star Peak Sponsor LLC","10% Owner",18745,"Option Exercise",0,9509626,0,9509626,NA
"10184","STPK","Litowitz Alec N","10% Owner",18745,"Option Exercise",0,9509626,0,9509626,NA
"10185","VAC","Cunningham R. Lee","Exec VP & COO",18745,"Sale",183,1139,208437,16884,NA
"10186","SEAS","Dold Christopher","Chief Zoological Officer",18747,"Sale",54.65,2000,109300,107569,NA
"10187","PEBO","BROUGHTON GEORGE W","Director",18746,"Sale",33.16,2110,69976,120843,NA
"10188","PEBO","BROUGHTON GEORGE W","Director",18747,"Sale",33.25,2100,69820,121742,NA
"10189","SCS","Krestakos Robert G","VP, Global Operations",18746,"Sale",14,5000,70000,65289,NA
"10190","CLNE","Total Marketing Services S.A.","10% Owner",18745,"Sale",11.55,250000,2887750,50606296,NA
"10191","CLNE","Total Marketing Services S.A.","10% Owner",18746,"Sale",11.57,63362,733181,50542934,NA
"10192","CBAN","Mowry Meagan M.","Director",18746,"Buy",15.71,3166,49738,6411,NA
"10193","HOMB","Rankin Jim","Director",18745,"Sale",28.01,404,11316,0,NA
"10194","HOMB","Rankin Jim","Director",18747,"Sale",28.07,2000,56140,210266,NA
"10195","MKSI","Taranto Eric Robert","SVP & GM, V&A Division",18746,"Sale",185.29,1788,331304,3506,NA
"10196","GTE","GMT CAPITAL CORP","10% Owner",18745,"Sale",0.69,108000,74520,40881809,NA
"10197","BIO","Last Andrew J.","EVP, Chief Operating Officer",18746,"Option Exercise",0,1000,0,1734,NA
"10198","RNST","GRAY JAMES W","Executive Vice President",18633,"Sale",35,5000,175000,25115,NA
"10199","RNST","GRAY JAMES W","Executive Vice President",18640,"Sale",37.2,2,74,0,NA
"10200","RNST","GRAY JAMES W","Executive Vice President",18747,"Sale",42.21,4064,171541,21051,NA
"10201","STX","SCHUELKE KATHERINE","SVP, CLO & Corporate Secretary",18747,"Option Exercise",39.42,20000,788400,44028,NA
"10202","STX","SCHUELKE KATHERINE","SVP, CLO & Corporate Secretary",18747,"Sale",95.7,24525,2347002,19503,NA
"10203","ATO","AKERS JOHN K","PRESIDENT & CEO",18748,"Option Exercise",102.88,3000,308640,40447,NA
"10204","KEX","MILLER SCOTT P","VP - CIO",18750,"Sale",66.02,607,40075,0,NA
"10205","VLO","Greene Kimberly S,","Director",18746,"Option Exercise",0,2164,0,7884,NA
"10206","V","KELLY ALFRED F JR","CHAIRMAN & CEO",18747,"Option Exercise",95.32,6000,571920,163112,NA
"10207","V","KELLY ALFRED F JR","CHAIRMAN & CEO",18747,"Sale",235.32,9000,2117880,154112,NA
"10208","LOV","Canaan VIII LP","10% Owner",18746,"Sale",7.13,12000,85579,3038456,NA
"10209","LOV","Canaan VIII LP","10% Owner",18747,"Sale",7.12,6081,43296,3032375,NA
"10210","LOV","Canaan VIII LP","10% Owner",18750,"Sale",7.13,12000,85565,3020375,NA
"10211","AAWW","Kokas Adam Richard","EVP, GC & Secty.",18746,"Sale",70.12,1187,83230,40840,NA
"10212","OSH","COOK TIMOTHY M","Chief Financial Officer",18746,"Sale",61.54,22500,1384650,1402894,NA
"10213","PBFX","Barone John C","Principal Accounting Officer",18746,"Option Exercise",0,1250,0,20190,NA
"10214","CHD","Saligram Ravichandra Krishnamu","Director",18747,"Option Exercise",20.5,13172,270026,58882,NA
"10215","PBFX","Lucey Matthew C.","Executive Vice President",18746,"Option Exercise",0,3750,0,76362,NA
"10216","ATRS","GUETH ANTON","Director",18746,"Option Exercise",1.66,72669,120631,502125,NA
"10217","PBFX","Jones Bruce A.","Director",18746,"Option Exercise",0,584,0,26474,NA
"10218","CLSK","Kabak Amanda","Chief Technology Officer",18746,"Option Exercise",20,494,9880,37118,NA
"10219","PBFX","GAYDA MICHAEL D.","Director",18746,"Option Exercise",0,584,0,53654,NA
"10220","APLS","Perry Nicole D","Vice President - Accounting",18747,"Option Exercise",3.76,1000,3760,5847,NA
"10221","APLS","Perry Nicole D","Vice President - Accounting",18747,"Sale",50,1000,50000,4847,NA
"10222","CNC","AYALA ORLANDO","Director",18746,"Sale",60,7201,432060,130261,NA
"10223","DRNA","Brown Bob D","Chief Scientific Ofr., EVP R&D",18747,"Option Exercise",9.09,10000,90900,31517,NA
"10224","DRNA","Brown Bob D","Chief Scientific Ofr., EVP R&D",18746,"Option Exercise",9.09,10000,90900,31517,NA
"10225","DRNA","Brown Bob D","Chief Scientific Ofr., EVP R&D",18746,"Sale",31,10000,310000,21517,NA
"10226","DRNA","Brown Bob D","Chief Scientific Ofr., EVP R&D",18747,"Sale",32,10000,320000,21517,NA
"10227","WHR","Morel Gilles","EVP AND PRESIDENT, EMEA",18748,"Option Exercise",0,3000,0,3190,NA
"10228","MPB","Grubic Robert C","Director",18747,"Buy",25,5000,125000,51686,NA
"10229","AVID","HAWTHORNE NANCY","Director",18750,"Sale",22.85,1250,28562,132476,NA
"10230","PBFX","Roush David","Director",18746,"Option Exercise",0,584,0,18782,NA
"10231","TKR","Kyle Richard G","President and CEO",18747,"Option Exercise",27.75,50000,1387500,346388,NA
"10232","TKR","Kyle Richard G","President and CEO",18747,"Sale",84.27,35546,2995523,296388,NA
"10233","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18746,"Buy",6.22,1400,8706,2100000,NA
"10234","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18746,"Buy",6.22,1400,8706,2100000,NA
"10235","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18747,"Buy",5.49,8500,46627,2108500,NA
"10236","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18747,"Buy",5.49,8500,46627,2108500,NA
"10237","MPB","Abel Robert A","Director",18747,"Buy",25,3000,75000,4587,NA
"10238","HON","Madden Anne T","SrVP and General Counsel",18746,"Option Exercise",66.43,21007,1395495,50658,NA
"10239","HON","Madden Anne T","SrVP and General Counsel",18746,"Sale",223.22,8885,1983310,28912,NA
"10240","AMP","Smyth Gerard P.","EVP Technology and CIO",18746,"Option Exercise",128.76,3582,461218,13969,NA
"10241","AMP","Smyth Gerard P.","EVP Technology and CIO",18746,"Sale",259.64,970,251853,10387,NA
"10242","AMP","Woerner John Robert","Pres Ins & Chief Strat Officer",18746,"Option Exercise",128.76,22809,2936887,57818,NA
"10243","AMP","Woerner John Robert","Pres Ins & Chief Strat Officer",18746,"Sale",258.76,13956,3611300,27316,NA
"10244","BILL","CAKEBREAD STEVEN","Director",18746,"Option Exercise",13.4,2000,26800,2000,NA
"10245","BILL","CAKEBREAD STEVEN","Director",18746,"Sale",154.98,2000,309962,0,NA
"10246","HSON","Eberwein Jeffrey E.","Chief Executive Officer",18746,"Buy",18.23,500,9115,130153,NA
"10247","HSON","Eberwein Jeffrey E.","Chief Executive Officer",18747,"Buy",17.7,500,8850,130653,NA
"10248","HSON","Eberwein Jeffrey E.","Chief Executive Officer",18750,"Buy",18.36,500,9180,131153,NA
"10249","VBTX","RECER JIM","Chief Banking Officer",18747,"Buy",34.04,587,19980,587,NA
"10250","ALK","HARRISON ANDREW R","EVP & CCO",18746,"Sale",68.96,5800,399996,12999,NA
"10251","BKU","Richards Jay D.","Officer of Subsidiary",18747,"Sale",46.82,1627,76176,28994,NA
"10252","HSKA","Wisnewski Nancy","Chief Operating Officer",18747,"Option Exercise",6.76,7500,50700,60505,NA
"10253","AMZN","Clark David H","CEO Worldwide Consumer",18746,"Sale",3506.8,278,974890,1174,NA
"10254","TRGP","Perkins Joe Bob","Director",18746,"Sale",35.01,6796,237912,630002,NA
"10255","TRGP","Perkins Joe Bob","Director",18746,"Sale",35.01,6000,210046,464283,NA
"10256","TRGP","Perkins Joe Bob","Director",18747,"Sale",35.05,23204,813261,606798,NA
"10257","TRGP","Perkins Joe Bob","Director",18747,"Sale",35.05,9000,315446,455283,NA
"10258","URBN","Hayne Azeez","CAO & General Counsel",18746,"Sale",38.16,4000,152640,2261,NA
"10259","JBL","Loparco Michael J","EVP, CEO, EMS",18746,"Sale",55,10000,550000,252975,NA
"10260","KRTX","Pande Atul","Director",18750,"Option Exercise",16,2500,40000,2500,NA
"10261","KRTX","Pande Atul","Director",18718,"Option Exercise",16,2500,40000,2500,NA
"10262","KRTX","Pande Atul","Director",18718,"Sale",120.01,2500,300025,0,NA
"10263","KRTX","Pande Atul","Director",18750,"Sale",110.61,2500,276525,0,NA
"10264","JELD","Castillo Daniel J","EVP & President, North America",18750,"Sale",30.23,1333,40297,160048,NA
"10265","PBFX","Nimbley Thomas J.","Chief Executive Officer",18746,"Option Exercise",0,5000,0,169381,NA
"10266","HVT","CLARY J EDWARD","Executive VP & CIO",18747,"Sale",48,2486,119328,42160,NA
"10267","HVT","CLARY J EDWARD","Executive VP & CIO",18750,"Sale",48,16514,792672,25646,NA
"10268","IT","Allard Kenneth","EVP & CMO",18747,"Option Exercise",0,206,0,2513,NA
"10269","BWXT","Loving Richard W","SVP and CAO",18750,"Sale",66.94,300,20082,15894,NA
"10270","GOOG","MATHER ANN","Director",18750,"Sale",2402.16,27,64858,462,NA
"10271","CSGP","Kaplan Laura Cox","Director",18747,"Sale",869.03,1062,922910,830,NA
"10272","DFS","Offereins Diane E","EVP, Pres. - Payment Services",18747,"Sale",114.02,15000,1710262,113915,NA
"10273","BWXT","NILAND BARBARA A","Director",18747,"Option Exercise",0,1942,0,13087,NA
"10274","DFS","Hughes Brian","EVP, Chief Risk Officer",18747,"Sale",114.08,9724,1109356,53340,NA
"10275","IBKR","Peterffy Thomas","Chairman",18746,"Sale",72.49,20000,1449800,7887511,NA
"10276","IBKR","Peterffy Thomas","Chairman",18747,"Sale",71.85,20000,1436939,7867511,NA
"10277","BRO","BROWN HYATT J","Chairman",18746,"Sale",51.66,850000,43911000,39952044,NA
"10278","PBFX","Young C Erik","SVP, Chief Financial Officer",18746,"Option Exercise",0,3125,0,38477,NA
"10279","STZ","Newlands William A","President & CEO",18748,"Option Exercise",0,6287,0,15164,NA
"10280","STZ","Newlands William A","President & CEO",18746,"Sale",239.19,27327,6536309,8877,NA
"10281","STZ","FOWDEN JEREMY S G","Director",18746,"Sale",241.9,6517,1576491,17934,NA
"10282","EQS","Atkinson Fraser","Director",18740,"Buy",1.89,18016,34050,39405,NA
"10283","EQS","Atkinson Fraser","Director",18743,"Buy",1.9,1352,2569,40757,NA
"10284","EQS","Atkinson Fraser","Director",18744,"Buy",1.9,100,190,40857,NA
"10285","EQS","Atkinson Fraser","Director",18745,"Buy",1.89,700,1323,41557,NA
"10286","EQS","Atkinson Fraser","Director",18746,"Buy",1.89,4034,7624,45591,NA
"10287","AMP","THISSEN KAREN WILSON","Executive VP and GC",18746,"Sale",259.85,1560,405366,11657,NA
"10288","FHN","TAYLOR R EUGENE","Director",18747,"Sale",18.33,3e+05,5498700,893055,NA
"10289","HTGC","CROWELL GAYLE A","Director",18750,"Buy",17.5,377,6598,14109,NA
"10290","HTGC","Fallon Thomas J","Director",18750,"Option Exercise",16.34,10000,163400,59937,NA
"10291","PFMT","PARTHENON DCS HOLDINGS, LLC","10% Owner",18743,"Sale",2.37,997392,2362123,12503486,NA
"10292","TNL","Savina James J","See Remarks",18746,"Sale",66.18,6200,410316,7584,NA
"10293","AKAM","Joseph Paul C","EVP - Global Sales",18747,"Option Exercise",0,326,0,31345,NA
"10294","BWXT","JASKA JAMES M","Director",18747,"Option Exercise",0,1942,0,4075,NA
"10295","AKAM","McGowan Edward J","Chief Financial Officer",18747,"Option Exercise",0,257,0,24981,NA
"10296","TZOO","AZZURRO CAPITAL INC","10% Owner",18750,"Buy",16.54,50000,827000,4568125,NA
"10297","WHG","JCP Investment Management, LLC","10% Owner",18746,"Buy",17.89,25000,447318,430214,NA
"10298","PRO","Woestemeyer Mariette M","Director",18746,"Option Exercise",44.37,4811,213464,2864946,NA
"10299","KEY","Midkiff Mark W","Chief Risk Officer",18746,"Option Exercise",18.01,27207,490052,68836,NA
"10300","KEY","Midkiff Mark W","Chief Risk Officer",18746,"Sale",21.86,23801,520287,50920,NA
"10301","PRO","WILLIAMS TIMOTHY V","Director",18746,"Option Exercise",44.37,4811,213464,116198,NA
"10302","PRO","WILLIAMS TIMOTHY V","Director",18747,"Sale",43.72,2406,105190,113792,NA
"10303","PYPL","Britto Mark","EVP, Chief Product Officer",18747,"Sale",264.4,9000,2379632,125087,NA
"10304","PRO","Russell William","Director",18746,"Option Exercise",44.37,4811,213464,138022,NA
"10305","PRO","Hammoud Raja","Director",18746,"Option Exercise",44.37,3428,152100,3428,NA
"10306","PRO","Petersen Greg","Director",18746,"Option Exercise",44.37,4811,213464,112246,NA
"10307","PRO","Petersen Greg","Director",18747,"Sale",43.72,1684,73624,110562,NA
"10308","PRO","HERSCHER PENNY","Director",18746,"Option Exercise",44.37,4811,213464,14389,NA
"10309","PRO","HERSCHER PENNY","Director",18746,"Sale",44.63,1924,85868,12465,NA
"10310","GOOG","Schindler Philipp","SVP, Chief Business Officer",18747,"Sale",2403.54,1385,3328903,18465,NA
"10311","PRO","LESJAK CATHERINE A","Director",18746,"Option Exercise",44.37,3576,158667,3576,NA
"10312","PRO","Dominguez Carlos","Director",18746,"Option Exercise",44.37,4811,213464,4811,NA
"10313","ZBH","Ellingson Rachel","SVP & Chief Strategy Officer",18748,"Option Exercise",0,515,0,3260,NA
"10314","EGP","COLEMAN JOHN F","Executive Vice President",18747,"Sale",156.74,5760,902839,91479,NA
"10315","PYPL","SCHULMAN DANIEL H","President and CEO",18747,"Sale",263.11,10000,2631074,268550,NA
"10316","CHTR","Ellen David","Senior Executive VicePresident",18746,"Option Exercise",221.25,33334,7375081,38711,NA
"10317","CHTR","Ellen David","Senior Executive VicePresident",18746,"Sale",669.65,10443,6993155,5377,NA
"10318","WNC","Yeagy Brent L","President and CEO",18750,"Sale",17.79,1836,32662,407496,NA
"10319","BGNE","Huang Jane","CMO, Hematology",18746,"Option Exercise",29.49,1500,44235,1500,NA
"10320","BGNE","Huang Jane","CMO, Hematology",18746,"Sale",354.92,1500,532387,0,NA
"10321","COF","Borgmann Kevin S.","Senior Advisor to the CEO",18746,"Sale",146.93,16778,2465158,47223,NA
"10322","ARE","CIRUZZI VINCENT","Chief Development Officer",18746,"Sale",179.21,1865,334227,50248,NA
"10323","ORLY","SHAW JEFF M","COO & CO-PRESIDENT",18747,"Option Exercise",192.65,5974,1150891,29379,NA
"10324","ORLY","SHAW JEFF M","COO & CO-PRESIDENT",18747,"Sale",550.33,5974,3287643,23405,NA
"10325","ARE","Richardson Stephen","Co-Chief Executive Officer",18746,"Sale",179.93,10000,1799300,193971,NA
"10326","SNX","MURAI KEVIN M","Director",18746,"Option Exercise",16.58,4275,70879,9402,NA
"10327","SNX","MURAI KEVIN M","Director",18746,"Sale",124.41,4275,531846,5127,NA
"10328","ARE","Gavinet Andres","Chief Accounting Officer",18746,"Sale",180,3000,540000,54906,NA
"10329","CBNK","Burke Michael Joseph","Director",18750,"Sale",22,1813,39886,144034,NA
"10330","APAM","COXE TENCH","Director",18747,"Buy",51.06,98000,5004301,98000,NA
"10331","USB","DOLAN TERRANCE R","Vice Chair & CFO",18747,"Option Exercise",33.99,24918,846963,138374,NA
"10332","USB","DOLAN TERRANCE R","Vice Chair & CFO",18747,"Sale",59.11,19149,1131897,119225,NA
"10333","DISH","Messner Timothy A.","EVP, GENERAL COUNSEL",18746,"Option Exercise",32.16,3200,102912,3981,NA
"10334","DISH","Messner Timothy A.","EVP, GENERAL COUNSEL",18746,"Sale",45,3200,144000,781,NA
"10335","MA","Vosburg Craig","Chief Product Officer",18747,"Option Exercise",90.1,10000,901000,50449,NA
"10336","MA","Vosburg Craig","Chief Product Officer",18747,"Sale",381.7,10000,3817038,40449,NA
"10337","PQG","CCMP Capital, LP","10% Owner",18750,"Sale",13.44,8164010,109724294,439861,NA
"10338","MA","Seshadri Raj","President, Data & Services",18747,"Option Exercise",112.31,7000,786170,16202,NA
"10339","MA","Seshadri Raj","President, Data & Services",18747,"Sale",381.65,7000,2671584,9202,NA
"10340","EXTR","Thomas Remi","EVP Chief Financial Officer",18746,"Sale",12,25000,3e+05,42167,NA
"10341","MA","Arkell Sandra A","Controller",18750,"Option Exercise",173.49,2841,492885,6321,NA
"10342","MA","Arkell Sandra A","Controller",18750,"Sale",385.47,2841,1095120,3480,NA
"10343","EXTR","MEYERCORD EDWARD","PRESIDENT AND CEO",18750,"Option Exercise",2.51,25000,62750,595174,NA
"10344","EXTR","MEYERCORD EDWARD","PRESIDENT AND CEO",18746,"Option Exercise",2.51,1e+05,251000,670174,NA
"10345","EXTR","MEYERCORD EDWARD","PRESIDENT AND CEO",18746,"Sale",12,1e+05,1200350,570174,NA
"10346","EXTR","MEYERCORD EDWARD","PRESIDENT AND CEO",18750,"Sale",11.34,25000,283552,570174,NA
"10347","ROIC","Zorn Eric S","Director",18747,"Sale",17.45,30000,523542,71414,NA
"10348","PQG","CCMP Capital, LP","10% Owner",18750,"Sale",13.44,8164010,109724294,439861,NA
"10349","PKBK","SHEPPARD JACK C JR","Director",18750,"Sale",20.98,9167,192324,4461,NA
"10350","MPB","Peduzzi Michael D","SEVP/CFO",18747,"Buy",25,750,18750,4388,NA
"10351","PQG","INEOS Ltd","10% Owner",18750,"Sale",13.44,4335990,58275706,28573072,NA
"10352","CMA","WEBER JAMES HARRY","Executive Vice President",18746,"Sale",75,3800,285000,15266,NA
"10353","CERN","Trigg Donald","President",18746,"Option Exercise",0,25548,0,26414,NA
"10354","CERN","Trigg Donald","President",18747,"Option Exercise",0,14411,0,30468,NA
"10355","MPB","Novak Alan P.","Director",18747,"Buy",25,400,10000,4697,NA
"10356","CERN","Shafer David Brent","Chairman and CEO",18746,"Option Exercise",0,25849,0,37875,NA
"10357","CERN","Shafer David Brent","Chairman and CEO",18747,"Option Exercise",0,18494,0,44802,NA
"10358","BSY","Shaman David R.","Chief Legal Officer",18746,"Option Exercise",3.73,51418,191789,1110984,NA
"10359","MKSI","Gitin Mark Milton","SVP & GM, L&M Division",18747,"Sale",181.79,1301,236509,4338,NA
"10360","CERN","Platt Tracy L","Chief Human Resources Officer",18747,"Option Exercise",0,5548,0,5548,NA
"10361","CERN","Devers Daniel","EVP & Chief Legal Officer",18746,"Option Exercise",0,4509,0,4509,NA
"10362","CERN","Devers Daniel","EVP & Chief Legal Officer",18747,"Option Exercise",0,2882,0,6050,NA
"10363","FUL","Owens James","President and CEO",18747,"Sale",67.48,5000,337415,208703,NA
"10364","AMD","Norrod Forrest Eugene","SVP & GM DESG",18746,"Option Exercise",16.03,63183,1013139,379824,NA
"10365","AMD","Norrod Forrest Eugene","SVP & GM DESG",18746,"Sale",84.23,79183,6669584,300641,NA
"10366","CERN","Dalton Travis","EVP & Chief Client & Serv. Off",18746,"Option Exercise",0,4509,0,8509,NA
"10367","CERN","Dalton Travis","EVP & Chief Client & Serv. Off",18747,"Option Exercise",0,4804,0,11921,NA
"10368","EXPI","SANFORD PENNY","10% Owner",18747,"Sale",34.84,40000,1393610,29411640,NA
"10369","MHO","HUNKER ANN MARIE","Principal Accounting Officer",18747,"Option Exercise",32.49,3600,116964,3700,NA
"10370","MHO","HUNKER ANN MARIE","Principal Accounting Officer",18747,"Sale",69.12,3600,248823,100,NA
"10371","INDB","Cozzone Robert D","Chief Operating Officer",18746,"Sale",83.24,1000,83240,25373,NA
"10372","INDB","Cozzone Robert D","Chief Operating Officer",18747,"Sale",82.19,950,78080,24423,NA
"10373","CERN","Battaglioli Michael R.","VP & Chief Accounting Officer",18746,"Option Exercise",0,691,0,2043,NA
"10374","CERN","Battaglioli Michael R.","VP & Chief Accounting Officer",18747,"Option Exercise",0,696,0,2571,NA
"10375","MPB","Dickinson Joan E","EVP/Chief of Staff",18747,"Buy",25,800,20000,1371,NA
"10376","SIGI","MURPHY GREGORY E","Director",18747,"Sale",75.59,32388,2448342,225004,NA
"10377","BSX","Sorenson John Bradley","SVP, Manuf & Sup Chn",18747,"Sale",43.51,3572,155400,46920,NA
"10378","BSX","Carruthers Wendy","SVP, Human Resources",18747,"Sale",43.72,13750,601193,180217,NA
"10379","MPB","Noone John E","Director",18747,"Buy",25,10000,250000,11774,NA
"10380","MPB","Micklewright Scott W","SEVP and Chief Revenue Officer",18747,"Buy",25,400,10000,8571,NA
"10381","MPB","Klinger Robert E","Director",18747,"Buy",25,2000,50000,11751,NA
"10382","SNBR","Ibach Shelly Radue","President and CEO",18747,"Option Exercise",33.32,14465,481974,102474,NA
"10383","TOL","Connor Martin P.","Chief Financial Officer",18746,"Sale",63.34,4000,253370,41830,NA
"10384","MPB","Smith Patrick M.","Director",18747,"Buy",25,1007,25175,6380,NA
"10385","MPB","KERWIN GREGORY M","Director",18747,"Buy",25,400,10000,34866,NA
"10386","MPB","Webb Justin T.","SEVP and COO",18747,"Buy",25,1000,25000,5105,NA
"10387","MPB","Moisey Robert J","Director",18747,"Buy",25,3000,75000,21055,NA
"10388","MPB","SPARKS DAVID E","Director",18747,"Buy",25,1000,25000,68842,NA
"10389","WSFS","WRIGHT RICHARD","EVP",18747,"Sale",51.3,3228,165586,50613,NA
"10390","MPB","De Soto Matthew G","Director",18747,"Buy",25,4000,1e+05,40536,NA
"10391","MMM","Fong Ivan K","Exec VP, Gen Counsel & Secret",18747,"Option Exercise",89.25,12059,1076266,47872,NA
"10392","MMM","Fong Ivan K","Exec VP, Gen Counsel & Secret",18747,"Sale",198.46,12059,2393229,35813,NA
"10393","HNI","Tjaden Kurt A","SVP HNI; President HNI Intl",18746,"Option Exercise",33.16,1736,57573,75883,NA
"10394","HNI","Tjaden Kurt A","SVP HNI; President HNI Intl",18746,"Sale",43.34,1736,75245,74945,NA
